classe_obf	typedef_index	nom_clair	score	methode	statut	provenances_daccord	nb_candidats_a_egalite	chemin_de_preuve
		HavenBagRoomUpdateEvent			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jbl	11527	HavenBagThemeChangeRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jbl
		Hdd			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Hde			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Hdf			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Hdg			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Hdh			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HelloGameMessage			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Hep			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Hnk			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Hnl			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		House			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseAccount			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseBuyRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseBuyResultEvent			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hko	9729	HouseGuild	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		HouseGuildNoneEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseGuildRightsEvent			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseGuildRightsViewRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseGuildShareRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseInformationRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseInformationResponse			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseInside			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ihr	10674	HouseInstance	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) [nom réutilisé par 4 occurrences distinctes : ihx, hmc, lli]
ihx		HouseInstance	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f3 (ihz.f3=ihx <-> HousePropertiesEvent.f3=HouseInstance) [nom réutilisé par 4 occurrences distinctes : ihr, hmc, lli]
hmc	9795	HouseInstance	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (hlz.f2=hmc <-> HouseOnMap.f2=HouseInstance) [nom réutilisé par 4 occurrences distinctes : ihr, ihx, lli]
lli	14134	HouseInstance	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f1 (hko.f1=lli <-> HouseGuild.f1=HouseInstance) [nom réutilisé par 4 occurrences distinctes : ihr, ihx, hmc]
		HouseKickRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hlz	9789	HouseOnMap	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
ihz	10688	HousePropertiesEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		HouseSellRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseSellingUpdateEvent			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseTeleportRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HouseToSell			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HousesToSellEvent			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HousesToSellFiltersRequest			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		HousesToSellRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Hpf			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Hpg			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lng	14216	HumanOption	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
hxm	10254	Humanoid		arrosage	DÉDUIT	arrosage	1	arrosage score=0.727
		IdentificationRequest			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		IdentificationResponse			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		IgnoreEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		IgnoreRequest			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Ila			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lev	13861	InteractiveElement	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
let		InteractiveElementSkill	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f3 (lev.f3=let <-> InteractiveElement.f3=InteractiveElementSkill)
		InteractiveElementUpdatedEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		InteractiveMapUpdateEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		InteractiveUseEndedEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		InteractiveUseErrorEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		InteractiveUseRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
iwo	11319	InteractiveUseRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=iwo
		InteractiveUsedEvent			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
iwn	11317	InteractiveUsedMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=iwn
		InventoryContentEvent			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ivx	11290	InventoryContentMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=ivx
		InventoryContentWatchEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		InventoryWeightEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
iun	11227	InventoryWeightMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=iun
		Invisibility			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		InvisibleDetected			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jdx	11629	ItemMinimalInformation	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
jdu		ItemToSellInNpcShop	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f4 (jdx.f4=jdu <-> ItemMinimalInformation.f4=ItemToSellInNpcShop)
		Iuk			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Iwk			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Jid			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobBookSubscribeRequest			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobBookSubscriptionEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobCrafterDirectoryEntry			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ivj	11264	JobCrafterDirectoryEntryEvent		arrosage	DÉDUIT	arrosage	1	arrosage score=1.0
		JobCrafterDirectoryJobInformation			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobCrafterDirectoryListEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobCrafterDirectoryListRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobCrafterDirectoryPlayerInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobCrafterDirectoryRemoveEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobCrafterDirectorySettings			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobCrafterDirectorySettingsEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobCrafterDirectorySettingsRequest			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
imw		JobDescription	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (imy.f2=imw <-> JobLevelUpEvent.f2=JobDescription)
		JobExperience			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
irq	11099	JobExperienceMultiUpdateMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=irq
		JobExperienceOtherPlayerUpdateEvent			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JobExperiencesUpdateEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
imy	10896	JobLevelUpEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		JobMultiCraftStateEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JoinFriendRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		JoinSpouseRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Jsl			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Jsm			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Jso			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Jss			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Jtp			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Jtu			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hoi		Juv>	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f12 (hol.f12=hoi <-> Outfit.f12=Juv>)
izw		KOTHAllianceInformation	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f1 (izy.f1=izw <-> KOTHUpdateEvent.f1=KOTHAllianceInformation)
		KOTHAllianceRoleNumber			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		KOTHScore			À_CLASSER		18	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
izy	11456	KOTHUpdateEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		KamasUpdateEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ivf	11257	KamasUpdateMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=ivf
		Kill			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LeaderPositionEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LeagueRanking			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
kld	13065	LeaveDialogMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=kld
kla	13060	LeaveDialogRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=kla
		LevelUpActivity			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LifePointsGain			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LifePointsLost			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LifePointsRegenBeginEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LivingObjectChangeSkinRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LivingObjectDissociateRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LivingObjectMessageEvent			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LivingObjectMessageRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LockableShowCodeDialogEvent			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		LockableStateUpdateHouseDoorEvent			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
mhh	38966	LoginMessage	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
kqq	13287	LogoutRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=kqq
kqr	13289	LogoutResultMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=kqr
jbs	11539	LotteryResultMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jbs
		MapChangeOrientationEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapChangeOrientationRequest			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapChangeRequest			À_CLASSER		9	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapComplementaryAnomalyInformation			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapComplementaryBreachInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapComplementaryHavenBagInformation			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapComplementaryInHouseInformation			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapComplementaryInformationEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jss	12259	MapComplementaryInformationsDataMessage	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		MapComplementaryWithCoordsInformation			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lbg		MapCoordinates	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (kam.f2=lbg <-> PaddockForSale.f2=MapCoordinates)
		MapCurrentEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapCurrentInstanceEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapErrorNotFoundRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hkm		MapExtendedCoordinates	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (hko.f2=hkm <-> HouseGuild.f2=MapExtendedCoordinates)
		MapFightCountEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapInformationRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lva	14536	MapLoadedMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=lva
		MapMovementCancelRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jqi	12157	MapMovementConfirmRequest	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jqi
jsq	12256	MapMovementConfirmResponse	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jsq
ikx	10811	MapMovementEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		MapMovementRefusedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hnx	9870	MapMovementRequest	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		MapNpcQuest			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapObstacle			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapObstacleUpdateEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapRunningFightDetailsEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapRunningFightDetailsExtendedEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapRunningFightDetailsRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapRunningFightStopListeningRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapRunningFightsRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MapTeleportOnSameEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MarkedCell			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
mio		MaxSlotByTypeEntry	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (miq.f2=mio <-> ServerList.f2=MaxSlotByTypeEntry)
		Message			À_CLASSER		27	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MimicryFreeRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MimicryFreeResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MimicryRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MissingEquipments			À_CLASSER		13	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ModifyEffectsDuration			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MonsterAngryAtPlayerEvent			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MonsterBoosts			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MonsterCount			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MonsterFighter			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MonsterGroupActor			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MonsterGroupStaticInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MonsterNotAngryAtPlayerEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MonstersInGroupAlternativeInformation			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MoodUpdateEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Mount			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountCharacteristicUpdate			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountData			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountDataEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountEmoteIconUsedEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountEquippedEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountFeedRequest			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountForPaddock			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountHarnessColorsUpdateRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountHarnessDissociateRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountInformationInPaddockRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountInformationRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountReleaseRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountReleasedEvent			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountRenameRequest			À_CLASSER		34	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountRenamedErrorEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountRenamedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountRidingEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountSetXpRatioRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountSterilizeRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountSterilizedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountToggleRidingRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountUnequippedEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MountUpdateCharacteristicsEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		MutantInformation			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NamedActor			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NamedFighterInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NamedPartyTeam			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NamedPartyTeamWithOutcome			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NotificationEvent			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NotificationResetRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NpcDialogCreationEvent			À_CLASSER		34	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lxh	14636	NpcDialogLeaveRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=lxh
		NpcDialogQuestionEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NpcDialogReplyRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NpcGenericActionFailureEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NpcGenericActionRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NpcStaticInformation			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jwo	12426	NpcWithQuest	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		NpcsMapQuestStatusUpdateEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NuggetsBeneficiary			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NuggetsDistributionRequest			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NuggetsInformationEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NuggetsListenStartRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		NuggetsListenStopRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Object			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
iua	11205	ObjectAddedMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=iua
		ObjectAveragePrice			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectAveragePricesErrorEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectAveragePricesEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectAveragePricesRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectCellDeleteEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectCellsDeleteEvent			À_CLASSER		9	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
iuw	11242	ObjectDeleteMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=iuw
		ObjectDeletedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ium	11225	ObjectDeletedMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=ium
jdv		ObjectEffect	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (jdx.f2=jdv <-> ItemMinimalInformation.f2=ObjectEffect)
		ObjectEffectMountValue			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectFavorite			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectFavoriteRequest			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectFeedRequest			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectGidWithQuantity			À_CLASSER		34	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectHarvestedEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectHarvestedWithBonusEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ObjectInRolePlay			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ifp	10590	ObjectItem	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
ifi	10578	ObjectItemInventory	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) [nom réutilisé par 2 occurrences distinctes : hex]
hex	9487	ObjectItemInventory	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f3 (heg.f3=hex <-> ChatChannelMessageRequest.f3=ObjectItemInventory) [nom réutilisé par 2 occurrences distinctes : ifi]
		ObjectMovementEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
ivq	11277	ObjectMovementMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=ivq
